posx,posy,posz,tanx,tany,tanz,normx,normy,normz,binormx,binormy,binormz
-0.28240072724938775,-0.7079556230837152,-0.018434231621934437,0.8781030013693738,-0.38945266949476987,-0.27795995612586893,0.3673712752010691,0.9209698663713205,-0.12981853254883394,0.30655091770085663,0.011879539527705138,0.9517801276541618
-0.2813194039433914,-0.708433781441951,-0.01877028302823336,0.8813439322213416,-0.3885525408819633,-0.2688118228627482,0.36582786245337867,0.9212475653006267,-0.1321850917481222,0.2990030906017785,0.018161673982253396,0.9540792972330692
-0.28024415411965864,-0.7089063624867876,-0.019092046820800315,0.8845410001308681,-0.38755132778929635,-0.25959812675795074,0.36429685499389186,0.9215262996309569,-0.13445103394929792,0.29133317787207663,0.024356670897914143,0.9563115245848122
-0.2791748537766975,-0.709373378016805,-0.01939973159826129,0.8876883865079154,-0.3864513893843127,-0.25032908760651074,0.362778256861568,0.9218066529257691,-0.13661782815676957,0.2835511678823702,0.030460109401061714,0.9584732218105101
-0.27811138083569525,-0.7098348455079527,-0.019693552702117766,0.8907804972078626,-0.3852553621144323,-0.24101537659699382,0.36127205069291723,0.9220891626921643,-0.13868699085998432,0.27566757368658296,0.03646754732279744,0.9605610375244313
-0.2770536151312174,-0.7102907879692169,-0.019973732052185188,0.8938119960686058,-0.38396615721388494,-0.23166809404459768,0.3597781986046666,0.9223743211581007,-0.14066008487454384,0.26769341324103435,0.04237454167935372,0.9625718854843152
-0.2760014384009596,-0.7107412337893921,-0.020240497983864913,0.8967778373561217,-0.3825869562665443,-0.22229874340980632,0.35829664308318593,0.9226625761188623,-0.14253871819623168,0.2596401856073088,0.04817666991818621,0.9645029717390177
-0.274954734274746,-0.7111862165755484,-0.02049408508714176,0.8996732967061889,-0.3811212047621052,-0.21291920175150816,0.3568273078788028,0.9229543318486246,-0.1443245428671955,0.25151984324459137,0.053869551720249126,0.966351819914298
-0.2739133882629552,-0.7116257749837809,-0.020734734047187234,0.9024940001541891,-0.37957260361019546,-0.20354168682181073,0.3553700989032245,0.9232499500728931,-0.14601925385343126,0.24334476055835416,0.05944887113291715,0.9681162942693503
-0.2728772877445562,-0.712059952542856,-0.02096269148643642,0.905235950857262,-0.37794509860629627,-0.19417872106651007,0.35392490512827546,0.9235497509975606,-0.14762458793265085,0.23512769893291977,0.06491039879573027,0.9697946201761947
