posx,posy,posz,tanx,tany,tanz,normx,normy,normz,binormx,binormy,binormz
-0.12660082324059707,0.7539189427274551,0.031220770262512555,-0.8290601272612576,-0.253159037594864,-0.4985677557459863,0.16155270392493645,-0.9620604402104127,0.2198645793134685,-0.5353130198678986,0.10173598707531573,0.8385044780403514
-0.1286043200400403,0.7533100535710624,0.03001676301579884,-0.8298522128073276,-0.25100771411081624,-0.4983376690113289,0.16448150310114093,-0.963463512532024,0.21138565504083692,-0.5331895910802942,0.0934515247404627,0.8408184539407489
-0.1305968353403439,0.7527102129392511,0.028821207124682675,-0.8306888474784233,-0.24889494396583284,-0.49800335896780257,0.1673900339458395,-0.9647721383671172,0.20296624735692045,-0.5309770383082301,0.08524099893117826,0.8430879888188632
-0.1325783551494255,0.7521192873416114,0.027634396203189093,-0.8315684855194589,-0.2468230504106402,-0.4975663128436852,0.1702776676589179,-0.9659881351331712,0.1946084239661205,-0.5286769994878845,0.0771058011301654,0.8453137439108409
-0.13454886398605154,0.7515371377316011,0.026456612519596145,-0.8324895481736035,-0.24479425145218406,-0.4970280944148672,0.17314381062254838,-0.9671133593866851,0.1863141726732125,-0.5262911485335968,0.0690472631736076,0.8474963731034029
-0.13650834489786978,0.7509636199708578,0.025288126857323973,-0.8334504257344633,-0.2428106581016257,-0.49639034252823383,0.17598790417846305,-0.9681497031688486,0.17808540040369017,-0.5238211960449042,0.061066656747574666,0.8496365211122696
-0.13845677948763818,0.7503985852898416,0.02412919839424441,-0.8344494796046897,-0.240874272771765,-0.4956547696775809,0.17880942433686,-0.9690990903832952,0.169923932353834,-0.5212688900709338,0.05316519288917212,0.8517348217075981
-0.14039414794728028,0.7498418807438767,0.02298007460009371,-0.8354850443590192,-0.23898698782208935,-0.49482316063835613,0.18160788141973283,-0.969963473212711,0.1618315112682657,-0.5186360169315705,0.04534402148970608,0.8537918959890033
-0.14232042909937664,0.7492933496636984,0.02184099115161806,-0.8365554298099265,-0.23715058424933366,-0.49389737116705623,0.184382819641503,-0.9707448285807936,0.15380979684238077,-0.5159244020945106,0.03760423079714754,0.8558083507126912
-0.144235600445697,0.7487528320996577,0.020712171865070076,-0.8376589230742247,-0.23536673052130277,-0.49287932677060264,0.18713381662992645,-0.9714451546657364,0.14586036524697243,-0.5131359111070352,0.029946846915420447,0.8577847766731334
-0.14613963822236187,0.7482201652587759,0.019593828645625415,-0.8387937906390988,-0.2336369815514329,-0.4917710215505051,0.18986048289033422,-0.9720664674711049,0.13798470877200986,-0.510272450581002,0.022372833298054395,0.8597217471416414
-0.14803251746121132,0.7476951839338923,0.01848616145327729,-0.8399582804261849,-0.2319627778114591,-0.4905745171260712,0.19256246121633067,-0.9726107974596407,0.13018423558645986,-0.507335969229263,0.014883090233990957,0.8616198163640918
-0.14991421205696215,0.7471777209241832,0.017389358284732887,-0.8411506238524324,-0.23034544457937478,-0.4892919416403606,0.1952394260501427,-0.9730801862552038,0.12246026961079506,-0.504328458951381,0.007478454323433414,0.8634795181199479
-0.1517846948397119,0.7466676074463914,0.0163035951708177,-0.8423690378865772,-0.22878619131974096,-0.4879254888519855,0.19789108279582496,-0.9734766834177254,0.11481405049871624,-0.5012519559661969,0.0001596979418628658,0.8653013643446018
-0.1536439376523644,0.746164673536138,0.015229036188877746,-0.8436117271001372,-0.227286111193322,-0.48647741731527494,0.20051716708859288,-0.9738023432956984,0.10724673372449123,-0.4981085419884796,-0.007072471309467548,0.867085843816913
-0.15549191143253133,0.7456687484387459,0.014165833489645242,-0.8448768857118957,-0.22584618069288656,-0.4849500496506874,0.20311744402353757,-0.9740592219604076,0.0997593907721496,-0.4949003454465488,-0.014217411168045481,0.8688334209136787
