posx,posy,posz,tanx,tany,tanz,normx,normy,normz,binormx,binormy,binormz
0.5770448498227957,0.49612681014038806,0.0005413305810799315,0.5951129375919517,-0.689764113473305,0.41239066341887937,-0.7582652751326425,-0.651934996573156,0.0038121871907037426,0.2662223958247986,-0.3149702017771597,-0.9109991262091087
0.578311323657493,0.49465925114821546,0.0014170599696103313,0.5956779628917931,-0.6901030346281897,0.4110055548554631,-0.7598911352740946,-0.6499737503868609,0.009979295560636132,0.2602560797693914,-0.31826392413373183,-0.911578218003297
0.5795726857846197,0.4931982336728359,0.0022855021789079622,0.5962206227324301,-0.6904634479017616,0.4096110302960168,-0.7614764845658195,-0.6479926787143782,0.016095085766957475,0.25431188033954427,-0.3215053894481016,-0.9121182774585705
0.5808288094750053,0.4917437992096638,0.0031466226067863087,0.5967406189147396,-0.6908443143982633,0.4082092196421425,-0.7630217915802366,-0.6459928098445616,0.02215931413229796,0.24839158462182037,-0.3246958929409516,-0.9126194156362987
0.5820795688777444,0.49029599121532114,0.004000392489296671,0.5972377056807429,-0.6912445586291125,0.4068022653315071,-0.7645275303475374,-0.6439751596604778,0.028171778093638532,0.24249696545296684,-0.32783677936727246,-0.9130817421459028
0.5833248391620333,0.48885485514549354,0.004846788832008804,0.5977116894922098,-0.6916630695230015,0.4053923217111888,-0.7659941794539187,-0.6419407309607478,0.03413231571837186,0.23662978106545787,-0.3309294429203906,-0.9135053642542629
0.5845644966559633,0.4874204384868119,0.005685794337149421,0.5981624287528637,-0.6920987014050165,0.40398155445758266,-0.7674222211564413,-0.6398905128183688,0.04004080519119313,0.23079177477498844,-0.33397532711045436,-0.9138903859750775
0.585798418982104,0.4859927907828339,0.006517397326791311,0.5985898334758442,-0.6925502749406451,0.4025721400432451,-0.7688121405155576,-0.6378254799767469,0.045897164273178255,0.2249846747119634,-0.3369759246178713,-0.9142369071376866
0.5870264851897299,0.4845719636542084,0.007341591662289324,0.5989938648981336,-0.6930165780405505,0.40116626525090804,-0.7701644245462781,-0.6357465922825998,0.05170134973443186,0.21921019359896862,-0.33993277712222264,-0.914545022434804
0.588248575883544,0.4831580108131182,0.008158376660153446,0.5993745350437099,-0.6934963667220068,0.39976612673476053,-0.7714795613889035,-0.6336547941553071,0.057453356761644016,0.21347002857619574,-0.34284747510718466,-0.9148148204485468
0.5894645733487696,0.4817509880721039,0.008967757004550192,0.5997319062372033,-0.6939883659229008,0.398373930628941,-0.7727580395001575,-0.6315510140922368,0.06315321834190275,0.20776586107674885,-0.3457216576419959,-0.9150463826540749
0.5906743616724917,0.48035095334737976,0.009769742656616927,0.6000660905698709,-0.6944912702642407,0.39699189220304354,-0.7740003468655,-0.6294361642095293,0.0688010046240629,0.20209935675374532,-0.3485570121399879,-0.9152397824000915
0.5918778268611313,0.4789579666567635,0.010564348760774436,0.600377249319716,-0.6950037447571088,0.3956222355642905,-0.7752069702333261,-0.6273111398177411,0.07439682225897494,0.1964721654610614,-0.35135527409470013,-0.9153950838653655
0.5930748569539614,0.47757209011234836,0.011351595548218175,0.6006655923275843,-0.6955244254500398,0.394267193405873,-0.7763783943717107,-0.6251768190317145,0.07994081371984631,0.19088592128954074,-0.35411822679407307,-0.9155123409903685
0.5942653421325689,0.47619338790805155,0.012131508237764549,0.6009313773310587,-0.6960519200128163,0.3929290068008068,-0.7775151013482573,-0.6230340624139981,0.08543315660397563,0.18534224266045127,-0.35684770101316654,-0.9155915963830228
0.5954491748261851,0.4748219263021824,0.01290411693422611,0.6011749092579688,-0.6965848082526993,0.39160992504049613,-0.7786175698335807,-0.6208837126510813,0.09087406291708522,0.1798427324779134,-0.35954557468582354,-0.9156328801974722
0.5966262498128181,0.47345777359517743,0.013669456524484161,0.6013965394812929,-0.6971216425591397,0.3903122055170357,-0.7796862744288643,-0.6187265942616886,0.0962637783414379,0.1743889783419917,-0.36221377255562587,-0.9156362089846916
0.5977964643161227,0.4721010001026571,0.014427566571423172,0.6015966650372034,-0.6976609482730343,0.3890381136481174,-0.7807216850178879,-0.6165635133363164,0.10160258148889555,0.16898255282408534,-0.36485426580642905,-0.9156015845136501
0.5989597180979639,0.47075167812396224,0.015178491205886642,0.6017757278079423,-0.6982012239766242,0.38778992284323904,-0.7817242661438498,-0.614395257307189,0.1068907831400468,0.16362501380620625,-0.3674690716726738,-0.9155289925616459
0.6001159135466299,0.4694098819063334,0.01592227901681441,0.6019342136711806,-0.6987409417001369,0.3865699145097342,-0.7826944764112443,-0.6122225947477631,0.11212872547052408,0.15831790488566033,-0.3700602530295875,-0.9154184016723133
0.6012649557606633,0.46807568760490204,0.016658982939703852,0.602072651617402,-0.6992785470413275,0.385380378096966,-0.7836327679130198,-0.6100462752008879,0.11731678126552005,0.1530627558466459,-0.37262991796324196,-0.9152697618797081
0.6024067526282939,0.4667491732386622,0.017388660143549662,0.6021916128368049,-0.6998124591940649,0.3842236111768288,-0.784539585683148,-0.6078670290347155,0.12245535312358918,0.14786108320015207,-0.37518021932034684,-0.9150830033967488
0.6035412149024542,0.4654304186425963,0.018111371916398254,0.6022917097770956,-0.7003410708821552,0.38310191955851514,-0.7854153671747274,-0.6056855673254125,0.12754487265069198,0.14271439079354004,-0.3777133542374812,-0.9148580352661826
0.6046682562713738,0.46411950541613517,0.018827183549653546,0.6023735951734408,-0.7008627481946025,0.3820176174352864,-0.7862605417636434,-0.6035025817657445,0.13258579964544748,0.13762417049110656,-0.3802315636492983,-0.9145947439721291
0.6057877934247614,0.4628165168681247,0.019536164221266604,0.6024379610517258,-0.7013758303185367,0.3809730275607744,-0.787075530277797,-0.6013187445985488,0.1375786212765253,0.1325919029268508,-0.38273713177507185,-0.9142929920101258
0.6068997461155798,0.4615215379584832,0.020238386877933303,0.6024855377061177,-0.7018786291660585,0.37997048145210544,-0.7878607445518369,-0.5991347085741432,0.14252385125305148,0.1276190583306251,-0.38523238558271716,-0.9139526164134841
0.6080040372174352,0.46023465523672885,0.020933928116423244,0.6025170926517983,-0.7023694288912664,0.3790123196168966,-0.7886165870072963,-0.596951106930677,0.147422028988896,0.12270709742874736,-0.38771969422921426,-0.9135734272336387
0.6091005927776094,0.45895595677755785,0.021622868064153776,0.6025334295535385,-0.7028464852937718,0.3781008918009092,-0.7893434502579957,-0.5947685533964469,0.15227371876164636,0.11785747242009782,-0.39020146847608056,-0.9131552059720495
0.6101893420657637,0.45768553211365665,0.02230529025912098,0.6025353871306278,-0.7033080251050142,0.3772385572528731,-0.7900417167405139,-0.5925876422131904,0.15707950886704916,0.11307162802863578,-0.39268016007827083,-0.9126977039610966
0.6112702176183594,0.4564234721659268,0.022981281529293435,0.6025238380384561,-0.703752245153735,0.3764276850026917,-0.7907117583695049,-0.5904089481793768,0.16184001076967203,0.10835100263317562,-0.3951582611445683,-0.9122006406912828
0.6123431552788371,0.45516986917130775,0.02365093187157163,0.6024996877268496,-0.7041773114069833,0.37567065414892525,-0.7913539362175906,-0.5882330267125125,0.16655585825050453,0.10369702947516889,-0.3976383034671954,-0.9116637020819445
0.6134080942336084,0.4539248166083705,0.02431433433040714,0.6024638732750077,-0.7045813578830856,0.37496985415110723,-0.7919686002195379,-0.586060413929479,0.1712277065521629,0.09911113794514484,-0.4001228578179892,-0.9110865386925568
0.6144649770439193,0.4526884091208691,0.02497158487617452,0.6024173622026645,-0.7049624854330376,0.37432768512208386,-0.7925560889003667,-0.5838916267439614,0.1758562315223558,0.0945947549483473,-0.40261453320808543,-0.9104687638716101
0.6155137496736448,0.4514607424394184,0.025622782283384674,0.6023611512568161,-0.7053187603868392,0.3737465581151693,-0.7931167291270458,-0.5817271629799801,0.18044212875623028,0.09014930634996293,-0.40511597610762795,-0.9098099518399347
0.6165543615130846,0.4502419133014779,0.026268028008820374,0.6022962651730781,-0.7056482130613594,0.3732288954004918,-0.7936508358833628,-0.5795675015006102,0.18498611273817167,0.08577621850023763,-0.4076298696215114,-0.9091096357052593
0.6175867653988338,0.44903201936981213,0.02690742606967376,0.6022237554104312,-0.7059488361263938,0.3727771307244414,-0.7941587120675622,-0.5774131023509464,0.18948891598361797,0.08147691983959689,-0.41015893261666964,-0.9083673054047059
0.6186109176298001,0.44783115914959803,0.027541082921761755,0.602144698857798,-0.7062185828256634,0.372393709545641,-0.7946406483122951,-0.5752644069144055,0.19395128818142088,0.07725284258373366,-0.41270591879585233,-0.90758240557186
